data gatherer,Genus,Species,Family,Realm,Kingdom,Phylum,Class,Order,"maximum body size (SVL, HBL, cm)",Source for maximum body size,notes on body size (e.g. type of metric),Trophic position,Source/logic for trophic position,migratory?,source/logic for migration info,dispersal distance category,logic/source for dispersal distance,dispersal type (walking may need to be reworded to something that encaptures slithering),logic/source for dispersal type,cold season dormancy?,source/logic for cold season dormancy,notes for cold season dormancy,hot season dormancy?,source/logic for hot season dormancy,notes for hot season dormancy,highland specialist,source/logic for highland specialist,Pelagic habitat (for marine species),source/logic for pelagic habitat,notes,genus_species,limit_type
Micky,Ambystoma,macrodactylum,Ambystomatidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,5.5,"Russell, A.P. and G.L. Powell and D.R. Hall. 1996. Growth and age of Alberta long-toed salamanders (Ambystoma macrodactylum krausei): a comparison of two methods of estimation. Canadian Journal of Zoology 74:397äóñ412.",typical adult SVL,insectivore,Anderson (1968) Herpetologica 24(4): 273-284,NA,NA,1--10,"Funk, W. C. and Dunlap, W. W. 1999. Colonization of high-elevation lakes by long-toed salamanders (Ambystoma macrodactylum ) after the extinction of introduced trout populations. Can. J. Zool. 77: 1759 -1767",NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,Ambystoma_macrodactylum,max
Micky,Ambystoma,maculatum,Ambystomatidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,25,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,insectivore,Nyman (1991) Journal of Herpetology 25(4): 505-509,NA,NA,0-1,"Madison, D. M. 1997. The emigration of radio-implanted spotted salamanders, Ambystoma maculatum . J. Herpetol. 31: 542 -551.",NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,Ambystoma_maculatum,max
Micky,Desmognathus,fuscus,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,6.77,"Yoder, T. A. (2007). Unique Herpetofauna of Murphy Lake State Game Area, Tuscola County, Michigan: Northern Dusky Salamander (Desmognathus fuscus) and Six-Lined Racerunner (Aspidscelis sexlineata) (Doctoral dissertation).",max adult SVL,insectivore,Sites (1978) Journal of Herpetology 12(3): 373-383,N,"Barthalmus, G. T., & Bellis, E. D. (1972). Home range, homing and the homing mechanism of the salamander, Desmognathus fuscus. Copeia, 632-642.",0-1,"Barthlamus, G. T. and Bellis, E. D. 1972. Home range, homing and homing mechanism of the salamander, Desmognathus fuscus. Copeia 1972: 632 -642.",walking,salamander,N,"Ashton Jr, R. E. (1975). A study of movement, home range, and winter behavior of Desmognathus fuscus (Rafinesque). Journal of Herpetology, 85-91.",active throughout entire winter,N,no info - based on climate,,non-highland specialist,ADW,NA,terrestrial,NA,Desmognathus_fuscus,"max, min"
Micky,Desmognathus,ochrophaeus,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,7.3,"Bishop, S.C. 1943. A Handbook of Salamanders. The Salamanders of the United States, of Canada, and of Lower California. Comstock Publishing Company, Ithaca, New York.",female average total length,insectivore,Keen (1979) Journal of Herpetology 13(4): 461-467,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,Desmognathus_ochrophaeus,max
Micky,Desmognathus,quadramaculatus,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,12,AmphibiaWeb,max adult SVL,insectivore,ADW,NA,NA,0-1,"Freeman, S. L. 2003. Movement of larval Desmognathus quadramaculatus in linear and connected habitats. Ph.D. thesis, Univ. of Virginia.",NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,Desmognathus_quadramaculatus,max
Micky,Eurycea,bislineata,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,12.3,AmphibiaWeb,max adult SVL,insectivore,ADW,N,"Krolik, K. A. (2017). Road Salt Impact on a Stream-Dwelling Salamander, Eurycea bislineata: A Low Threshold for Behavioral and Physiological Effects. - migrate but 100m only",0-1,"Johnson, J. E. and Goldberg, A. S. 1975. Movement of larval two lined salamanders (Eurycea bislineata ) in the Mill River, Massachusetts. Copeia 1975: 588 -589.",walking,salamander,Y,ADW,"""may remain active in springs streams or water laden soil where temperatures are above freezing in winter months. Alternatively adults may burrow deep into leaf litter becoming inactive during cold seasons"" happens when below 7 degrees (DOI: 10.2307/1563609)",N,no info - based on climate,,non-highland specialist,AmphibiaWeb,NA,terrestrial,NA,Eurycea_bislineata,"max, min"
Micky,Eurycea,longicauda,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,4.6,"Ireland, P.H. 1974. Reproduction and larval development of the dark-sided salamander, Eurycea longicauda melanopleura. Herpetologica 30:338äóñ343.",female SVL at maturity,insectivore,"Anderson, J.D. and P.J. Martino. 1966. The life history of Eurycea l. longicauda associated with ponds. American Midland Naturalist 75:257-279.",Y,"Mohr, C.E. 1944. A remarkable salamander migration. Proceedings of the Pennsylvania Academy of Science 18:51-54.",0-1,"Mohr, C.E. 1944. A remarkable salamander migration. Proceedings of the Pennsylvania Academy of Science 18:51-54.",walking,"Mohr, C.E. 1944. A remarkable salamander migration. Proceedings of the Pennsylvania Academy of Science 18:51-54.",Y,"Mohr, C.E. 1944. A remarkable salamander migration. Proceedings of the Pennsylvania Academy of Science 18:51-54.",,NA,NA,,NA,NA,NA,terrestrial,NA,Eurycea_longicauda,max
Micky,Eurycea,lucifuga,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,18.1,ADW,total length,omnivore,"Peck, S.B. 1974. The food of the salamanders Eurycea lucifuga and Plethodon glutinosus in caves. National Speleological Society Bulletin 36:7-10.",Y,"Hutchison, V.H. 1958. The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecological Monographs 28:1-20.",0-1,"Hutchison, V.H. 1958. The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecological Monographs 28:1-20.",walking,"Hutchison, V.H. 1958. The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecological Monographs 28:1-20.",N,"Hutchison, V.H. 1958. The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecological Monographs 28:1-20.",,NA,NA,,NA,NA,NA,terrestrial,NA,Eurycea_lucifuga,max
Micky,Eurycea,multiplicata,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,16,"Dundee, H.A. 1965a. Eurycea multiplicata. Pp. 21.1äóñ21.2. Catalogue of American Amphibians and Reptiles. Society for the Study of Amphibians and Reptiles, St. Louis, Missouri.",NA,insectivore,"Dundee, 1958",N,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,Eurycea_multiplicata,max
Micky,Eurycea,nana,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,2.35,"Tupa, D.D. and W.K. Davis. 1976. Population dynamics of the San Marcos salamander, Eurycea nana Bishop. Texas Journal of Science 27:179äóñ195.",,omnivore,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",N,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,Eurycea_nana,max
Micky,Notophthalmus,viridescens,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,11,"Hurlbert, S.H. 1969. The breeding migrations and interhabitat wandering of the vermilion-spotted newt, Notophthalmus viridescens (Rafinesque). Ecological Monographs 39:465äóñ488.",max total length,insectivore,ADW,NA,NA,0-1,"Gill, D. E. 1978. The metapopulation ecology of the red-spotted newt, Notophthalmus v iridescens, (Ra¥å�nesque). Ecol. Monogr. 48: 145 -166.",NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,Notophthalmus_viridescens,max
Micky,Plethodon,glutinosus,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,17.145,ADW,max total length,omnivore,"Oliver, G.V. 1967. Food habits of the white-throated slimy salamander in central Texas. Transactions of the Oklahoma Junior Academy of Science 1967:500äóñ503.",Y,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",0-1,"Wells, K. D. and Wells, R. A. 1976. Patterns of movement in a population of the slimy salamander, Plethodon glutinosus, with observations on aggregations. / Herpetologica 32: 156 -162.",walking,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,,NA,NA,,highland specialist,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,terrestrial,NA,Plethodon_glutinosus,max
Micky,Pseudotriton,ruber,Plethodontidae,Terrestrial,Animalia,Chordata,Amphibia,Caudata,18,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,omnivore,"Axtell, H.H. and R.C. Axtell 1948. Pseudotriton ruber in central New York state. Copeia 1948:64.",Y,"Axtell, H.H. and R.C. Axtell 1948. Pseudotriton ruber in central New York state. Copeia 1948:64.",0-1,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",swimming,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,Pseudotriton_ruber,max
Miguel R.,Acanthodactylus,erythrurus,Lacertidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,omnivore,Busack and Jaksic (1982) Amphibia-Reptilia 3(2): 237-255,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably none disperse more than 1km in a single generation, generally",walking,Squamate slithering tetrapod,NA,NA,,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Acanthodactylus_erythrurus,max
Adam A,Acontias,meleagris,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,27.5,Meiri 2008,max adult SVL,insectivore,http://eol.org/pages/796060/details,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably none disperse more than 1km in a single generation, generally",walking,Squamate walking tetrapod,Y,No info- based on climate,,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,"This species is fossorial and legless hence ""walking"" may not be an accurate description of its dispersal method, diet classification based on congener",Acontias_meleagris,max
Miguel R.,Agkistrodon,contortrix,Viperidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,135,ADW U of Michigan,max total length,carnivore,ADW U of Michigan,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",1-10,"Smith, C. F., Schuett, G. W., Earley, R. L., & Schwenk, K. (2009). The spatial and reproductive ecology of the copperhead (Agkistrodon contortrix) at the northeastern extreme of its range. Herpetological Monographs, 23(1), 45-73.",slithering,Squamate slithering tetrapod,Yes,"Grimm A, Ramírez AMP, Moulherat S, Reynaud J, Henle K (2014) Life-history trait database of European reptile species. Nature Conservation 9: 45-67. https://doi.org/10.3897/natureconservation.9.8908",based on species with same genus,No,no info - based on climate,,non-highland specialist,ADW,NA,terrestrial,NA,Agkistrodon_contortrix,"max, min"
Ignacio,Ameiva,festiva,Teiidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,88.2,Meiri 2008,max adult SVL,insectivore,http://eol.org/,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,No,no info - based on climate,,No,no info - based on climate,,non-highland specialist,"Ramírez-Morales, R., Lislevand, T., Retana-Salazar, A., Solhøy, T., & Roth, S. (2012). Ectoparasite loads of the Central American whiptail lizard Ameiva festiva (Squamata: Teiidae). The Herpetological Journal, 22(3), 151-155.",NA,terrestrial,NA,Ameiva_festiva,"max, min"
Ignacio,Amphibolurus,muricatus,Agamidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,125,Meiri 2008,max adult SVL,"insectivore, omnivore","Walton, D. W. Ed. 1987. Fauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra. ISBN 0-644-06055-7",No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"Warner, D. A., & Shine, R. (2008). Determinants of Dispersal Distance in Freeäó�Ranging Juvenile Lizards. Ethology, 114(4), 361-368.",walking,Squamate walking tetrapod,Yes,"Hall, J. M., & Warner, D. A. (2017). Winter Microhabitat Selection and Growth of Jacky Dragons (Amphibolurus muricatus). Copeia, 105(4), 618-625.","""typically become inactive as temperatures cool in May (Autumn) and remain relatively inactive through July (Winter; Harlow and Taylor, 2000).""",No,no info - based on climate and congeners,,non-highland specialist,https://southern-highlands.naturemapr.org/Species/36738,NA,terrestrial,NA,Amphibolurus_muricatus,"max, min"
Miguel R.,Anniella,pulchra,Anniellidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,17,ADW U of Michigan,max adult SVL,carnivore,ADW U of Michigan,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"Evelyn, C. J., Sweet, S. S., & Krueger, P. California Legless Lizard (Anniella pulchra) sensu lato.",slithering,Squamate slithering tetrapod,NA,NA,,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Anniella_pulchra,max
Adam A,Anolis,barbouri,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.5,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,No,no info - based on climate (neo-tropical),,No,no info - based on climate,,non-highland specialist,Based on range,NA,terrestrial,NA,Anolis_barbouri,"max, min"
Adam A,Anolis,carolinensis,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.5,Meiri 2008,max adult SVL,insectivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,No,not true hibernation - https://doi.org/10.1655/02-34,"reduced activity, only active on warm days",No,no info - based on climate,,non-highland specialist,Based on range,NA,terrestrial,NA,Anolis_carolinensis,"max, min"
Adam A,Anolis,cooki,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7,Meiri 2008,max adult SVL,insectivore,guess based on others in genus,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,No,no info - based on climate (neo-tropical),,No,no info - based on climate,,non-highland specialist,Based on range,NA,terrestrial,NA,Anolis_cooki,"max, min"
Adam A,Anolis,cristatellus,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.8,Meiri 2008,max adult SVL,insectivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,No,no info - based on climate (neo-tropical),,No,no info - based on climate,,non-highland specialist,Based on range,NA,terrestrial,NA,Anolis_cristatellus,"max, min"
Adam A,Anolis,cybotes,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8.1,Meiri 2008,max adult SVL,insectivore,10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably none disperse more than 1km in a single generation, generally",walking,Squamate walking tetrapod,N,Neo-Tropical,,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Anolis_cybotes,max
Adam A,Anolis,evermanni,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.8,Meiri 2008,max adult SVL,omnivore,10.1017/S0952836902001085,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably none disperse more than 1km in a single generation, generally",walking,Squamate walking tetrapod,N,Neo-Tropical,,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Anolis_evermanni,max
Adam A,Anolis,frenatus,Dactyloidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,15,Meiri 2008,max adult SVL,insectivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"Losos, J. B., Andrews, R. M., Sexton, O. J., & Schuler, A. L. (1991). Behavior, ecology, and locomotor performance of the giant anole, Anolis frenatus. Caribbean Journal of Science, 27(3-4), 173-179.",walking,Squamate walking tetrapod,N,Neo-Tropical,,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Anolis_frenatus,max
