Genus,Species,Kingdom,Phylum,Class,Order,Family,limit_type,Tpref,n_tpref,ref_Tpref,ref_from_ref,notes_Tpref,Tb,n_Tb,ref_Tb,notes_Tb
Xantusia,vigilis,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,"max, min",32.94,16,Kaufmann_and_Bennett_1989,,multiple acclimation temps,,,,
Liolaemus,dorbignyi,Animalia,Chordata,Reptilia,Squamata,Iguanidae,"max, min",31.01,2,Labra_et_al_2008,Labra_et_al_2009,,,,,
Teratoscincus,przewalskii,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,min,NA,,,,,20.2,,Meiri_et_al_2018,
Thamnophis,marcianus,Animalia,Chordata,Reptilia,Squamata,Colubridae,min,27.06,9,Jackson_2014,,,,,,
Thamnophis,marcianus,Animalia,Chordata,Reptilia,Squamata,Colubridae,min,27.29,8,Jackson_2014,,,,,,
Thamnophis,marcianus,Animalia,Chordata,Reptilia,Squamata,Colubridae,min,27.92,4,Jackson_2014,,,,,,
Thamnophis,marcianus,Animalia,Chordata,Reptilia,Squamata,Colubridae,min,27.93,9,Jackson_2014,,,,,,
Thamnophis,marcianus,Animalia,Chordata,Reptilia,Squamata,Colubridae,min,27.61,4,Jackson_2014,,,,,,
Thamnophis,marcianus,Animalia,Chordata,Reptilia,Squamata,Colubridae,min,27.45,9,Jackson_2014,,,,,,
Thamnophis,butleri,Animalia,Chordata,Reptilia,Squamata,Colubridae,min,NA,,,,,,,,
Thamnophis,melanogaster,Animalia,Chordata,Reptilia,Squamata,Colubridae,min,NA,,,,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.31,,Blaimont_2019,,different popultations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.6,,Blaimont_2019,,different popultations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.31,,Blaimont_2019,,different popultations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.07,,Blaimont_2019,,different popultations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.55,,Blaimont_2019,,different popultations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.95,42,Rechels_et_al_2021,,"from figure 4, mean across populations",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31,12,Carretero_et_al_2009,Patterson & Davies 1978,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.1,92,Carretero_et_al_2009,Van Damme et al. 1990,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.3,151,Carretero_et_al_2009,Van Damme et al. 1990,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.4,24,Carretero_et_al_2009,Gvozdik & Castilla 2001,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.3,24,Carretero_et_al_2009,,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.3,100,Carretero_et_al_2009,Van Damme et al. 1986,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.3,128,Carretero_et_al_2009,Van Damme et al. 1986,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.5,12,Carretero_et_al_2009,Gvozdik & Castilla 2001,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.4,6,Carretero_et_al_2009,,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34,19,Carretero_et_al_2009,Van Damme et al. 1986,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.7,60,Carretero_et_al_2009,Van Damme et al. 1986,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.3,12,Carretero_et_al_2009,Gvozdik & Castilla 2001,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.9,18,Carretero_et_al_2009,,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",30.3,74,Carretero_et_al_2009,Van Damme et al. 1986,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",30,10,Carretero_et_al_2009,Van Damme et al. 1986,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",29.5,7,Carretero_et_al_2009,Gvozdik & Castilla 2001,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",28.5,12,Carretero_et_al_2009,,,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",30.2375,48,Patterson_and_Davies_1978,,6 individuals measured 8 times over a few months,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.19,6,Le_Gaillard_et_al_2021,,"f, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.98,6,Le_Gaillard_et_al_2021,,"f, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.25,6,Le_Gaillard_et_al_2021,,"f, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",31.61,6,Le_Gaillard_et_al_2021,,"f, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",30.54,12,Le_Gaillard_et_al_2021,,"f, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",30.75,12,Le_Gaillard_et_al_2021,,"f, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",30.47,12,Le_Gaillard_et_al_2021,,"f, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",30.74,12,Le_Gaillard_et_al_2021,,"f, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.22,6,Le_Gaillard_et_al_2021,,"m, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.43,6,Le_Gaillard_et_al_2021,,"m, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.74,6,Le_Gaillard_et_al_2021,,"m, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.68,6,Le_Gaillard_et_al_2021,,"m, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.97,12,Le_Gaillard_et_al_2021,,"m, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.95,12,Le_Gaillard_et_al_2021,,"m, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.78,12,Le_Gaillard_et_al_2021,,"m, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.61,12,Le_Gaillard_et_al_2021,,"m, manipulated water levels",,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.5,20,Bauwens_and_Garland_1995,,median Tb,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.3,22,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",37,10,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.5,45,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.7,18,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.3,45,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.3,23,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.4,24,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",37.1,10,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.3,45,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",36,27,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32,15,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",37.9,8,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.7,46,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.1,22,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33,24,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.6,13,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.5,32,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.6,23,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.8,25,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",36.3,10,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.4,24,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",36.1,10,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.2,25,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",37.8,10,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.1,48,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",36,20,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.4,50,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.1,27,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.2,45,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.9,22,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.7,17,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",36.4,11,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.5,25,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",36.7,10,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.5,97,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",34.6,236,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.8,45,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",35.7,27,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.4,16,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",37,8,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.7,24,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",36.7,10,Rozen-Rechels_et_al_2020,,different ages and populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.3,14,Van_Damme_et_al_1990,,different populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",32.1,17,Van_Damme_et_al_1990,,different populations,,,,
Zootoca,vivipara,Animalia,Chordata,Reptilia,Squamata,Lacertidae,"max, min",33.14,200,Artacho_et_al_2013,,,,,,
Thamnophis,radix,Animalia,Chordata,Reptilia,Squamata,Colubridae,min,NA,,,,,NA,,,
Anolis,cupreus,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,"max, min",NA,,,,,27.9,,Meiri_et_al_2018,
Anolis,humilis,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,"max, min",NA,,,,,24,,Meiri_et_al_2018,
Tiliqua,scincoides,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,29.3,2,Myhre_and_Hammel_1969,,,,,,
Trachylepis,capensis,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,NA,,,
Anolis,intermedius,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,"max, min",NA,,,,,25.5,,Meiri_et_al_2018,
Uma,inornata,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,37,11,Crowley_1985,Brattstrom 1965,,,,,
Urosaurus,auriculatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,NA,,,,,,,,
Urosaurus,clarionensis,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,NA,,,,,,,,
Urosaurus,ornatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,35.6,116,Sartorius_2002,,tsel as a range,,,,
Urosaurus,ornatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,36.03,206,Gilbert_2020,,selection experiment,,,,
Urosaurus,ornatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,36.9,89,Gilbert_2020,,selection experiment,,,,
Urosaurus,ornatus,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,max,35.36,117,Gilbert_2020,,selection experiment,,,,
Anolis,lemurinus,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,"max, min",NA,,,,,21,,Meiri_et_al_2018,
Varanus,gouldii,Animalia,Chordata,Reptilia,Squamata,Varanidae,max,35.1,,Clusella-Trullas_et_al_2011,,,31.5,,Meiri_et_al_2018,
Anolis,limifrons,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,"max, min",26.27,8,Rosso_2020,,"different acclimation temperatures, averaged across before+after treatment",,,,
Anolis,limifrons,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,"max, min",25.63,8,Rosso_2020,,"different acclimation temperatures, averaged across before+after treatment",,,,
Xantusia,henshawi,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,max,27.2,18,Mautz_and_Case_1974,,,,,,
Anolis,tropidolepis,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,"max, min",NA,,,,,19.5,NA,Fitch_1957,
Lepidodactylus,lugubris,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,"max, min",31.08,20,Bolger_and_Case_1994,,,,,,
Cyrtodactylus,philippinicus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,max,NA,,,,,,,,
Lipinia,pulchella,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,,,,
Apteropanorpa,tasmanica,Animalia,Arthropoda,Insecta,Mecoptera,Apteropanorpidae,NA,NA,,,,,,,,
Phymaturus,patagonicus,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,"max, min",31.13,14,Ibarguengoytia_2005,,,,,,
Eremiascincus,richardsoni,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",24.6,1,Bennett_and_John-Alder_1986,,,,,,
Eremiascincus,richardsoni,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",27.3,1,Bennett_and_John-Alder_1986,,,,,,
Hemiergis,peroni,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",23.5,10,Bennett_and_John-Alder_1986,,,,,,
Hemiergis,peroni,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",20.3,10,Bennett_and_John-Alder_1986,,,,,,
Saproscincus,mustelina,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",NA,,,,,NA,,,
Sphenomorphus,taiwanensis,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",NA,,,,,NA,,,
Anolis,auratus,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,max,NA,,,,,32.3,,Meiri_et_al_2018,
Trachylepis,striata,Animalia,Chordata,Reptilia,Squamata,Scincidae,"max, min",35.2,,Clusella-Trullas_et_al_2011,,,36.5,,Meiri_et_al_2018,
Anolis,distichus,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,max,30.96,20,Corn_1971,,,,,,
Trimeresurus,gracilis,Animalia,Chordata,Reptilia,Squamata,Viperidae,"max, min",NA,,,,,,,,
Trimeresurus,stejnegeri,Animalia,Chordata,Reptilia,Squamata,Viperidae,"max, min",23,18,Tsai_and_Tu_2005,,,,,,
Trimeresurus,stejnegeri,Animalia,Chordata,Reptilia,Squamata,Viperidae,"max, min",25,36,Tsai_and_Tu_2005,,,,,,
Agroeca,proxima,Animalia,Arthropoda,Arachnida,Araneae,Liocranidae,"max, min",NA,,,,,,,,
Clubiona,diversa,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,"max, min",NA,,,,,,,,
Anolis,pentaprion,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,max,NA,,,,,28,,Meiri_et_al_2018,
Anolis,sagrei,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,max,36.5,15,Ryan_and_Gunderson_2020,,different acclimation temperatures,,,,
Anolis,sagrei,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,max,35.2,15,Ryan_and_Gunderson_2020,,different acclimation temperatures,,,,
Anolis,sagrei,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,max,34.8,15,Ryan_and_Gunderson_2020,,different acclimation temperatures,,,,
Anolis,sagrei,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,max,31.11,63,Neel_et_al_2021,,,,,,
Anolis,tropidogaster,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,max,NA,,,,,,,,
Crustulina,guttata,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,"max, min",NA,,,,,,,,
Oedothorax,apicatus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,"max, min",NA,,,,,,,,
Liolaemus,altissimus,Animalia,Chordata,Reptilia,Squamata,Iguanidae,min,NA,,,,,,,,
Pardosa,nigriceps,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,"max, min",21,,Almquist_1970,,,,,,
Carlia,schmeltzi,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,,,,
Ctenotus,essingtoni,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,,,,
Philodromus,aureolus,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,"max, min",NA,,,,,,,,
Prinerigone,vagans,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,"max, min",NA,,,,,,,,
Lerista,bougainvilli,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,30.7,,Clusella-Trullas_et_al_2011,,,,,,
Oligosoma,maccanni,Animalia,Chordata,Reptilia,Squamata,Scincidae,min,28.9,9,Hare_et_al_2009,pregnant,,,,,
Oligosoma,maccanni,Animalia,Chordata,Reptilia,Squamata,Scincidae,min,24.4,14,Besson_and_Cree_2011,,,,,,
Scotina,gracilipes,Animalia,Arthropoda,Arachnida,Araneae,Liocranidae,"max, min",NA,,,,,,,,
Saproscincus,tetradactyla,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,,,,
Stemonyphantes,lineatus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,"max, min",NA,,,,,,,,
Linepithema,humile,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,"max, min",NA,,,,,,,,
Tropidophorus,queenslandiae,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,NA,,,,,,,,
Typhlacontias,brevipes,Animalia,Chordata,Reptilia,Squamata,Scincidae,max,30.8,,Clusella-Trullas_et_al_2011,,,,,,
Cnemidophorus,sexlineatus,Animalia,Chordata,Reptilia,Squamata,Teiidae,max,33.5,10,Witz_2005,,,,,,
Cnemidophorus,sexlineatus,Animalia,Chordata,Reptilia,Squamata,Teiidae,max,36.8,10,Witz_2005,,,,,,
Parvoscincus,decipiens,Animalia,Chordata梧,Reptilia,Squamata,Scincidae,max,NA,,,,,,,,
Pinoyscincus,abdictus,Animalia,Chordata梧,Reptilia,Squamata,Scincidae,max,NA,,,,,,,,
Pinoyscincus,jagori,Animalia,Chordata梧,Reptilia,Squamata,Scincidae,max,NA,,,,,23.1,,Meiri_et_al_2018,
Myrmecocystus,mimicus,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,"max, min",27,NA,Kay_1974,,,,,,
Clubiona,trivialis,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,"max, min",16,NA,Alfaro_et_al_2013,,,,,,
Eciton,burchellii,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,NA,NA,,,,,,,,
