"range","sensitivity_type","limit_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_ability_category","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","metric","dispersal_distance_continuous","abs_lat_mp","log_maximum_body_size","dispersal_ability_category_general","rr_cells","log_range_area"
"Phrynosoma_cornutum_IUCN","acclimatized","tmax, tmin","Phrynosoma_cornutum","IUCN","Terrestrial","cold","warm_under",-3.15789,31.469849648,1801830,"warm","max","Phrynosoma","cornutum","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",13,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1975","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Wall, A. E. (2014). Home range and genetics of Texas horned lizards (Phrynosoma cornutum) in two small towns in south Texas (Doctoral dissertation, Texas Christian University).","walking","Squamate walking tetrapod","Yes","Fair, W. S., & Henke, S. E. (1999). Movements, home ranges, and survival of Texas horned lizards (Phrynosoma cornutum). Journal of Herpetology, 517-525.","hibernation","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",106,1330,"Animal Diversity",NA,"terrestrial",NA,NA,NA,1,31.469849648,2.56494935746154,"walking",186,5.2257466737132
"Phrynosoma_cornutum_IUCN","Te","tmax, tmin","Phrynosoma_cornutum","IUCN","Terrestrial","cold","warm_under",-3.1578903198242,31.469849648,1801830,"warm","max","Phrynosoma","cornutum","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",13,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1975","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Wall, A. E. (2014). Home range and genetics of Texas horned lizards (Phrynosoma cornutum) in two small towns in south Texas (Doctoral dissertation, Texas Christian University).","walking","Squamate walking tetrapod","Yes","Fair, W. S., & Henke, S. E. (1999). Movements, home ranges, and survival of Texas horned lizards (Phrynosoma cornutum). Journal of Herpetology, 517-525.","hibernation","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",106,1330,"Animal Diversity",NA,"terrestrial",NA,NA,NA,1,31.469849648,2.56494935746154,"walking",186,5.2257466737132
"Phrynosoma_cornutum_IUCN","Te_tpref","tmax, tmin","Phrynosoma_cornutum","IUCN","Terrestrial","cold","warm_under",-3.1578903198242,31.469849648,1801830,"warm","max","Phrynosoma","cornutum","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",13,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1975","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Wall, A. E. (2014). Home range and genetics of Texas horned lizards (Phrynosoma cornutum) in two small towns in south Texas (Doctoral dissertation, Texas Christian University).","walking","Squamate walking tetrapod","Yes","Fair, W. S., & Henke, S. E. (1999). Movements, home ranges, and survival of Texas horned lizards (Phrynosoma cornutum). Journal of Herpetology, 517-525.","hibernation","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",106,1330,"Animal Diversity",NA,"terrestrial",NA,NA,NA,1,31.469849648,2.56494935746154,"walking",186,5.2257466737132
"Phrynosoma_cornutum_IUCN","Te_tpreftb","tmax, tmin","Phrynosoma_cornutum","IUCN","Terrestrial","cold","warm_under",-3.1578903198242,31.469849648,1801830,"warm","max","Phrynosoma","cornutum","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",13,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1975","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Wall, A. E. (2014). Home range and genetics of Texas horned lizards (Phrynosoma cornutum) in two small towns in south Texas (Doctoral dissertation, Texas Christian University).","walking","Squamate walking tetrapod","Yes","Fair, W. S., & Henke, S. E. (1999). Movements, home ranges, and survival of Texas horned lizards (Phrynosoma cornutum). Journal of Herpetology, 517-525.","hibernation","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",106,1330,"Animal Diversity",NA,"terrestrial",NA,NA,NA,1,31.469849648,2.56494935746154,"walking",186,5.2257466737132
"Phrynosoma_coronatum_IUCN","Te","tmax","Phrynosoma_coronatum","IUCN","Terrestrial","cold","perfect_warm",0,31.822158544,287599,"warm","max","Phrynosoma","coronatum","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",11.4,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1976","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Hager, S. B. (1993). Surface activity, movement, and home range of the San Diego horned lizard, Phrynosoma coronatum blainvillii.","","No","Hager, S. B., & Brattstrom, B. H. (1997). Surface Activity of the San Diego Horned Lizard Phrynosoma coronatum blainvillh. The Southwestern Naturalist, 42(3), 339-344.","active in summer","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"ct",1,31.822158544,2.43361335540045,"walking",40,3.68887945411394
"Phrynosoma_coronatum_IUCN","Te_tpref","tmax","Phrynosoma_coronatum","IUCN","Terrestrial","cold","perfect_warm",0,31.822158544,287599,"warm","max","Phrynosoma","coronatum","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",11.4,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1976","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Hager, S. B. (1993). Surface activity, movement, and home range of the San Diego horned lizard, Phrynosoma coronatum blainvillii.","","No","Hager, S. B., & Brattstrom, B. H. (1997). Surface Activity of the San Diego Horned Lizard Phrynosoma coronatum blainvillh. The Southwestern Naturalist, 42(3), 339-344.","active in summer","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"ct",1,31.822158544,2.43361335540045,"walking",40,3.68887945411394
"Phrynosoma_coronatum_IUCN","Te_tpreftb","tmax","Phrynosoma_coronatum","IUCN","Terrestrial","cold","perfect_warm",0,31.822158544,287599,"warm","max","Phrynosoma","coronatum","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",11.4,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1976","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Hager, S. B. (1993). Surface activity, movement, and home range of the San Diego horned lizard, Phrynosoma coronatum blainvillii.","","No","Hager, S. B., & Brattstrom, B. H. (1997). Surface Activity of the San Diego Horned Lizard Phrynosoma coronatum blainvillh. The Southwestern Naturalist, 42(3), 339-344.","active in summer","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"ct",1,31.822158544,2.43361335540045,"walking",40,3.68887945411394
"Phrynosoma_platyrhinos_IUCN","Te","tmax","Phrynosoma_platyrhinos","IUCN","Terrestrial","cold","perfect_warm",0,37.509961697,726295,"warm","max","Phrynosoma","platyrhinos","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",9.5,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1978","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Tanner, W. W., & Krogh, J. E. (1973). Ecology of Phrynosoma platyrhinos at the Nevada test site, Nye County, Nevada. Herpetologica, 327-342.","walking","Squamate walking tetrapod","Yes","Tanner, W. W., & Krogh, J. E. (1973). Herpetologica, 327-342.","","No","Tanner, W. W., & Krogh, J. E. (1973). Ecology of Phrynosoma platyrhinos at the Nevada test site, Nye County, Nevada. Herpetologica, 327-342.","active in summer","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",-80,1980,"IUCN",NA,"terrestrial",NA,NA,"ct",1,37.509961697,2.2512917986065,"walking",105,4.65396035015752
"Phrynosoma_platyrhinos_IUCN","Te_tpref","tmax","Phrynosoma_platyrhinos","IUCN","Terrestrial","cold","perfect_warm",0,37.509961697,726295,"warm","max","Phrynosoma","platyrhinos","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",9.5,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1978","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Tanner, W. W., & Krogh, J. E. (1973). Ecology of Phrynosoma platyrhinos at the Nevada test site, Nye County, Nevada. Herpetologica, 327-342.","walking","Squamate walking tetrapod","Yes","Tanner, W. W., & Krogh, J. E. (1973). Herpetologica, 327-342.","","No","Tanner, W. W., & Krogh, J. E. (1973). Ecology of Phrynosoma platyrhinos at the Nevada test site, Nye County, Nevada. Herpetologica, 327-342.","active in summer","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",-80,1980,"IUCN",NA,"terrestrial",NA,NA,"ct",1,37.509961697,2.2512917986065,"walking",105,4.65396035015752
"Phrynosoma_platyrhinos_IUCN","Te_tpreftb","tmax","Phrynosoma_platyrhinos","IUCN","Terrestrial","cold","perfect_warm",0,37.509961697,726295,"warm","max","Phrynosoma","platyrhinos","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",9.5,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1978","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Tanner, W. W., & Krogh, J. E. (1973). Ecology of Phrynosoma platyrhinos at the Nevada test site, Nye County, Nevada. Herpetologica, 327-342.","walking","Squamate walking tetrapod","Yes","Tanner, W. W., & Krogh, J. E. (1973). Herpetologica, 327-342.","","No","Tanner, W. W., & Krogh, J. E. (1973). Ecology of Phrynosoma platyrhinos at the Nevada test site, Nye County, Nevada. Herpetologica, 327-342.","active in summer","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",-80,1980,"IUCN",NA,"terrestrial",NA,NA,"ct",1,37.509961697,2.2512917986065,"walking",105,4.65396035015752
"Phyllorhynchus_decurtatus_IUCN","Te","tmax","Phyllorhynchus_decurtatus","IUCN","Terrestrial","both","perfect_warm",0,29.9668556375001,429571,"warm","max","Phyllorhynchus","decurtatus","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Colubridae",51,"NatureServe Explorer","length","carnivore","NatureServe Explorer","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","NatureServe Explorer","slithering","Squamate slithering tetrapod","Yes","NatureServe Explorer","inactive in cold temperatures and extreme heat","Yes","NatureServe Explorer","inactive in cold temperatures and extreme heat","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1220,"NatureServe Explorer",NA,"terrestrial",NA,NA,"ct",10,29.9668556375001,3.93182563272433,"slithering",70,4.24849524204936
"Phymaturus_antofagastensis_IUCN","Te","tmax, tmin","Phymaturus_antofagastensis","IUCN","Terrestrial","cold","cold_over",1.3592615127563,-26.9898155065,671,"cold","min","Phymaturus","antofagastensis","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3700,4500,"IUCN",NA,"terrestrial",NA,NA,NA,1,26.9898155065,2.30258509299405,"walking",4,1.38629436111989
"Phymaturus_antofagastensis_IUCN","Te_tpref","tmax, tmin","Phymaturus_antofagastensis","IUCN","Terrestrial","cold","cold_over",1.3592615127563,-26.9898155065,671,"cold","min","Phymaturus","antofagastensis","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3700,4500,"IUCN",NA,"terrestrial",NA,NA,NA,1,26.9898155065,2.30258509299405,"walking",4,1.38629436111989
"Phymaturus_antofagastensis_IUCN","Te_tpreftb","tmax, tmin","Phymaturus_antofagastensis","IUCN","Terrestrial","cold","cold_over",1.3592615127563,-26.9898155065,671,"cold","min","Phymaturus","antofagastensis","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3700,4500,"IUCN",NA,"terrestrial",NA,NA,NA,1,26.9898155065,2.30258509299405,"walking",4,1.38629436111989
"Phymaturus_antofagastensis_IUCN","Te","tmax, tmin","Phymaturus_antofagastensis","IUCN","Terrestrial","cold","warm_under",-1.8880767822266,-26.9898155065,671,"warm","max","Phymaturus","antofagastensis","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3700,4500,"IUCN",NA,"terrestrial",NA,NA,NA,1,26.9898155065,2.30258509299405,"walking",4,1.38629436111989
"Phymaturus_antofagastensis_IUCN","Te_tpref","tmax, tmin","Phymaturus_antofagastensis","IUCN","Terrestrial","cold","warm_under",-1.8880767822266,-26.9898155065,671,"warm","max","Phymaturus","antofagastensis","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3700,4500,"IUCN",NA,"terrestrial",NA,NA,NA,1,26.9898155065,2.30258509299405,"walking",4,1.38629436111989
"Phymaturus_antofagastensis_IUCN","Te_tpreftb","tmax, tmin","Phymaturus_antofagastensis","IUCN","Terrestrial","cold","warm_under",-1.8880767822266,-26.9898155065,671,"warm","max","Phymaturus","antofagastensis","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3700,4500,"IUCN",NA,"terrestrial",NA,NA,NA,1,26.9898155065,2.30258509299405,"walking",4,1.38629436111989
"Phymaturus_dorsimaculatus_IUCN","Te","tmax, tmin","Phymaturus_dorsimaculatus","IUCN","Terrestrial","cold","cold_over",4.6403961181641,-37.8226289335,1275,"cold","min","Phymaturus","dorsimaculatus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",9.26,"Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. Papí©is Avulsos de Zoologia (Sí£o Paulo) 45(13):143-177","female SVL","herbivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,2100,"IUCN",NA,"terrestrial",NA,NA,NA,1,37.8226289335,2.22570404865809,"walking",2,0.693147180559945
"Phymaturus_dorsimaculatus_IUCN","Te_tpref","tmax, tmin","Phymaturus_dorsimaculatus","IUCN","Terrestrial","cold","cold_over",4.6403961181641,-37.8226289335,1275,"cold","min","Phymaturus","dorsimaculatus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",9.26,"Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. Papí©is Avulsos de Zoologia (Sí£o Paulo) 45(13):143-177","female SVL","herbivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,2100,"IUCN",NA,"terrestrial",NA,NA,NA,1,37.8226289335,2.22570404865809,"walking",2,0.693147180559945
"Phymaturus_dorsimaculatus_IUCN","Te_tpreftb","tmax, tmin","Phymaturus_dorsimaculatus","IUCN","Terrestrial","cold","cold_over",4.6403961181641,-37.8226289335,1275,"cold","min","Phymaturus","dorsimaculatus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",9.26,"Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. Papí©is Avulsos de Zoologia (Sí£o Paulo) 45(13):143-177","female SVL","herbivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,2100,"IUCN",NA,"terrestrial",NA,NA,NA,1,37.8226289335,2.22570404865809,"walking",2,0.693147180559945
"Phymaturus_dorsimaculatus_IUCN","Te","tmax, tmin","Phymaturus_dorsimaculatus","IUCN","Terrestrial","cold","warm_under",-3.5251197814942,-37.8226289335,1275,"warm","max","Phymaturus","dorsimaculatus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",9.26,"Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. Papí©is Avulsos de Zoologia (Sí£o Paulo) 45(13):143-177","female SVL","herbivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,2100,"IUCN",NA,"terrestrial",NA,NA,NA,1,37.8226289335,2.22570404865809,"walking",2,0.693147180559945
"Phymaturus_dorsimaculatus_IUCN","Te_tpref","tmax, tmin","Phymaturus_dorsimaculatus","IUCN","Terrestrial","cold","warm_under",-1.9193966674805,-37.8226289335,1275,"warm","max","Phymaturus","dorsimaculatus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",9.26,"Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. Papí©is Avulsos de Zoologia (Sí£o Paulo) 45(13):143-177","female SVL","herbivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,2100,"IUCN",NA,"terrestrial",NA,NA,NA,1,37.8226289335,2.22570404865809,"walking",2,0.693147180559945
