"data gatherer","Genus","Species","Family","Realm","Kingdom","Phylum","Class","Order","maximum body size (SVL, HBL, cm)","Source for maximum body size","Trophic position","Source/logic for trophic position","migratory?","source/logic for migration info","dispersal distance category","logic/source for dispersal distance","dispersal type (walking may need to be reworded to something that encaptures slithering)","logic/source for dispersal type","cold season dormancy?","source/logic for cold season dormancy","hot season dormancy?","source/logic for hot season dormancy","highland specialist","Pelagic habitat (for marine species)","source/logic for highland specialist","notes","origGenus","origSpecies","Terrestriality (available for mammals only; see panTHERIA metadata)","pantheria05Genus","pantheria05Species","pantheria93Genus","pantheria93Species","allPantheriaSynonyms05","pantheriaReferences","binaryName","TRY species number (for plants)","notes on body size (e.g. type of metric)","genus_species","limit_type"
"Adam A","Hoplodactylus","maculatus","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","8.9","10.1111/j.1466-8238.2008.00414.x","Omnivore","10.1017/S0952836902001085","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","No",NA,"http://reptile-database.reptarium.cz/species?genus=Woodworthia&species=maculatus","Listed as a synonym of Woodwarthia maculatus on Reptile database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoplodactylus_maculatus","min"
"Adam A","Lepidodactylus","lugubris","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No",NA,"No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidodactylus_lugubris","max, min"
"Adam A","Ptenopus","garrulus","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.48","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1670/55-05N.1","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ptenopus_garrulus","max"
"Adam A","Tarentola","boettgeri","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6","10.1111/j.1466-8238.2008.00414.x","Insectivore","åÊ10.1093/sysbio/40.2.172","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","http://fieldherping.eu/Forum/viewtopic.php?f=15&t=975","No","No info- based on climate","No",NA,"Based on range","I'm confident it is an insectivore (almost all geckos are), but the reference is thin - just a statement in paper given by doi that the Canarian geckos are insectivores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tarentola_boettgeri","max, min"
"Adam A","Teratoscincus","przewalskii","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","9.7","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- Based on climate","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teratoscincus_przewalskii","min"
"Ignacio","Cophosaurus","texanus","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","70.07","Meiri 2008","insectivore","Maury, M. E. (1995). Diet composition of the greater earless lizard (Cophosaurus texanus) in central Chihuahuan desert.åÊJournal of Herpetology, 266-272.","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cophosaurus_texanus","max, min"
"Ignacio","Dipsosaurus","dorsalis","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","115.06","Meiri 2008","herbivore","Minnich, J. E., & Shoemaker, V. H. (1970). Diet, behavior and water turnover in the desert iguana, Dipsosaurus dorsalis.åÊAmerican Midland Naturalist, 496-509.","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dipsosaurus_dorsalis","max, min"
"Ignacio","Holbrookia","maculata","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","54.15","Meiri 2008","insectivore","Jones, S. M., & Ballinger, R. E. (1987). Comparative life histories of Holbrookia maculata and Sceloporus undulatus in western Nebraska.åÊEcology, 1828-1838.","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holbrookia_maculata","max"
"Ignacio","Liolaemus","abaucan","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","58.3","Abdala 2005","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_abaucan","max, min"
"Ignacio","Liolaemus","albiceps","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","82.5","Abdala 2005","herbivore","Espinoza et al. 2004","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_albiceps","max, min"
"Ignacio","Liolaemus","alticolor","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","55.1","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_alticolor","min"
"Ignacio","Liolaemus","altissimus","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","60.1","Scolaro, J. A., Videla, F., Puig, S., & Marcus, A. (2007). Diferencias morfolÌ_gicas y status taxonÌ_mico de las especies simpÌÁtricas Liolaemus coeruleus y Liolaemus neuquensis (Reptilia: Iguania: Liolaemidae).åÊMultequina,16(1), 53-63.","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_altissimus","min"
"Ignacio","Liolaemus","bibronii","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","70","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_bibronii","max, min"
"Ignacio","Liolaemus","bisignatus","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","95","Meiri 2008","herbivore","Espinoza et al. 2004","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_bisignatus","min"
"Ignacio","Liolaemus","boulengeri","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","78","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_boulengeri","max, min"
"Ignacio","Liolaemus","canqueli","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","100","Meiri 2008","herbivore","Espinoza et al. 2004","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_canqueli","max, min"
"Ignacio","Liolaemus","capillitas","Iguanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","93","Meiri 2008","insectivore, omnivore","Labra 2012","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liolaemus_capillitas","max, min"
