"range","species","source","type","o_cells","u_cells","rr_cells","pr_cells","pol_fill","equ_fill","realm","range_area_km2","lat_mp","ctmax","ctmin","limit_type","metric","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","log_range_area","log_maximum_body_size","abs_lat_mp","dispersal_distance_continuous","prop_unoccupied"
"Rana_pretiosa_IUCN","Rana_pretiosa","IUCN","acclimatized",5,1117,22,1134,0.0223880597014925,0.0109289617486339,"Terrestrial",62528,45.0841598285,38.4057,-6.135804,"tmax, tmin","mixed","Rana","pretiosa","Micky","Sarah","Animalia","Chordata","Amphibia","Anura","Ranidae",10.5,"Rombough, C.R., M.P. Hayes, and J.D. Engler. 2006. Rana pretiosa (Oregon Spotted Frog). Maximum Size. Herpetological Review 37(2):210.","max adult body length","insectivore","NatureServe Explorer","Non-migratory","frog migrations are not far enough to affect accuracy of realized range/experienced climate","1-10","Alex Smith, M., & M. Green, D. (2005). Dispersal and the metapopulation paradigm in amphibian ecology and conservation: are all amphibian populations metapopulations?. Ecography, 28(1), 110-128.","walking","frog","Yes","Briggs, J. L. (1987). Breeding biology of the Cascade frog, Rana cascadae, with comparisons to R. aurora and R. pretiosa. Copeia, 1987(1), 241-245.","hibernates","No","no info - based on climate","","non-highland specialist","AmphibiaWeb - 40 to 620 meters",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1500,"NatureServe Explorer",NA,"terrestrial",NA,NA,3.09104245335832,2.35137525716348,45.0841598285,10,0.985008818342152
"Rana_pretiosa_IUCN","Rana_pretiosa","IUCN","Te",14,751,22,759,0.0909090909090909,0.00559440559440559,"Terrestrial",62528,45.0841598285,34.8,-1,"tmax, tmin","mixed","Rana","pretiosa","Micky","Sarah","Animalia","Chordata","Amphibia","Anura","Ranidae",10.5,"Rombough, C.R., M.P. Hayes, and J.D. Engler. 2006. Rana pretiosa (Oregon Spotted Frog). Maximum Size. Herpetological Review 37(2):210.","max adult body length","insectivore","NatureServe Explorer","Non-migratory","frog migrations are not far enough to affect accuracy of realized range/experienced climate","1-10","Alex Smith, M., & M. Green, D. (2005). Dispersal and the metapopulation paradigm in amphibian ecology and conservation: are all amphibian populations metapopulations?. Ecography, 28(1), 110-128.","walking","frog","Yes","Briggs, J. L. (1987). Breeding biology of the Cascade frog, Rana cascadae, with comparisons to R. aurora and R. pretiosa. Copeia, 1987(1), 241-245.","hibernates","No","no info - based on climate","","non-highland specialist","AmphibiaWeb - 40 to 620 meters",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1500,"NatureServe Explorer",NA,"terrestrial",NA,NA,3.09104245335832,2.35137525716348,45.0841598285,10,0.989459815546772
"Rankinia_diemensis_IUCN","Rankinia_diemensis","IUCN","Te",11,621,47,657,0.666666666666667,0.0345911949685535,"Terrestrial",332897,-37.0092643385,44.8,3.1,"tmax, tmin","ct","Rankinia","diemensis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Agamidae",6.515,"Meiri 2008","max adult SVL","omnivore","Walton, D. W. Ed. 1987. Fauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra. ISBN 0-644-06055-16","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Stuart-Smith, J. F., Swain, R., & Welling, A. (2005). Reproductive ecology of the mountain dragon, Rankinia (Tympanocryptis) diemensis (Reptilia: Squamata: Agamidae) in Tasmania. In Papers and Proceedings of the Royal Society of Tasmania (Vol. 139, pp. 23-28).","winter torpor lasts for 7 months","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,3.85014760171006,1.87410721057681,37.0092643385,1,0.945205479452055
"Saproscincus_mustelina_GBIF","Saproscincus_mustelina","GBIF","Te",85,66,88,69,0.333333333333333,0.03125,"Terrestrial",795127,-32.6951731316229,37.7,6.2,"tmax, tmin","ct","Saproscincus","mustelina","Adam A","Nikki","Animalia","Chordata","Reptilia","Squamata","Scincidae",6.4,"Meiri 2008","max adult SVL","insectivore","https://collections.museumsvictoria.com.au/species/15229","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (australia)","","No","no info - based on climate","","non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Saproscincus/",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"",NA,"terrestrial",NA,"Y",4.47733681447821,1.85629799036563,32.6951731316229,1,0.956521739130435
"Sceloporus_graciosus_IUCN","Sceloporus_graciosus","IUCN","Te",217,203,222,208,0.0588235294117647,0.0198019801980198,"Terrestrial",1461397,40.5884107895,43,9.1,"tmax, tmin","ct","Sceloporus","graciosus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",5.75,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Goldberg, S. R. (1975). Reproduction in the sagebrush lizard, Sceloporus graciosus. American Midland Naturalist, 177-187.","hibernation","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",150,3200,"NatureServe Explorer",NA,"terrestrial",NA,NA,5.40267738187228,1.74919985480926,40.5884107895,1,0.975961538461538
"Sceloporus_malachiticus_IUCN","Sceloporus_malachiticus","IUCN","Te",0,76,17,93,0.159420289855072,0.25,"Terrestrial",44000,12.210648116,42.8,9.7,"tmax, tmin","ct","Sceloporus","malachiticus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",9.82,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Marion, K. R., & Sexton, O. J. (1971). The reproductive cycle of the lizard Sceloporus malachiticus in Costa Rica. Copeia, 517-526.","hibernation","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",146,3800,"IUCN",NA,"terrestrial",NA,NA,2.83321334405622,2.28442112236637,12.210648116,1,0.817204301075269
"Sceloporus_merriami_IUCN","Sceloporus_merriami","IUCN","Te",18,72,26,80,0.151515151515152,0.0833333333333333,"Terrestrial",143789,28.6531385135001,41.5,14.1,"tmax, tmin","ct","Sceloporus","merriami","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",6.6,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.","Sceloporus lizards generally hibernate","No","no info - based on climate","","non-highland specialist","studies indicate there are low elevation populations (Grant, Bruce W. ""Trade‐offs in activity time and physiological performance for thermoregulating desert lizards, Sceloporus merriami."" Ecology 71.6 (1990): 2323-2333. Grant, B. W. (1990). Trade‐offs in activity time and physiological performance for thermoregulating desert lizards, Sceloporus merriami. Ecology, 71(6), 2323-2333.)",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,3.25809653802148,1.88706964903238,28.6531385135001,1,0.9
"Sceloporus_occidentalis_IUCN","Sceloporus_occidentalis","IUCN","Te",112,428,140,456,0.107142857142857,0.0488505747126437,"Terrestrial",1007976,38.4105152680001,44.1,4.8,"tmax, tmin","ct","Sceloporus","occidentalis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",6.615,"Meiri 2008","max adult SVL","insectivore","Johnson 1965","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Massot, M., Huey, R. B., Tsuji, J., & van Berkum, F. H. (2003). Genetic, prenatal, and postnatal correlates of dispersal in hatchling fence lizards (Sceloporus occidentalis). Behavioral Ecology, 14(5), 650-655.","walking","Squamate walking tetrapod","Yes","Brasfield, Sandra M., Larry G. Talent, and David M. Janz. ""Reproductive and thyroid hormone profiles in captive Western fence lizards (Sceloporus occidentalis) after a period of brumation."" Zoo biology 27.1 (2008): 36-48.","brumation","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,3353,"NatureServe Explorer",NA,"terrestrial",NA,NA,4.9416424226093,1.88933979756692,38.4105152680001,1,0.93859649122807
"Sceloporus_undulatus_IUCN","Sceloporus_undulatus","IUCN","acclimatized",294,63,481,250,0.908256880733945,0.624113475177305,"Terrestrial",4098308,33.6857207805,42.37677,2.626114,"tmax, tmin","ct","Sceloporus","undulatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",6.25,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Hein, E. W., & Whitaker, S. J. (1997). Homing in eastern fence lizards (Sceloporus undulatus) following short-distance translocation. The Great Basin Naturalist, 348-351.","walking","Squamate walking tetrapod","Yes","McKinney & Marion","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,6.17586727010576,1.83258146374831,33.6857207805,1,0.252
"Sceloporus_undulatus_IUCN","Sceloporus_undulatus","IUCN","Te",392,49,481,138,0.888888888888889,0.525773195876289,"Terrestrial",4098308,33.6857207805,40.4,11.4,"tmax, tmin","ct","Sceloporus","undulatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",6.25,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Hein, E. W., & Whitaker, S. J. (1997). Homing in eastern fence lizards (Sceloporus undulatus) following short-distance translocation. The Great Basin Naturalist, 348-351.","walking","Squamate walking tetrapod","Yes","McKinney & Marion","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,6.17586727010576,1.83258146374831,33.6857207805,1,0.355072463768116
"Sceloporus_variabilis_IUCN","Sceloporus_variabilis","IUCN","Te",2,210,96,304,0.229268292682927,0.44954128440367,"Terrestrial",758205,19.871451299,43.1,10.2,"tmax, tmin","ct","Sceloporus","variabilis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae",5.807,"Meiri 2008","max adult SVL","insectivore","http://reptile-database.reptarium.cz/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Andrews, R. M. (1998). Geographic variation in field body temperature of Sceloporus lizards. Journal of Thermal Biology, 23(6), 329-334.","Sceloporus lizards generally hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2500,"IUCN",NA,"terrestrial",NA,NA,4.56434819146784,1.75906408638991,19.871451299,1,0.69078947368421
"Scotina_gracilipes_GBIF","Scotina_gracilipes","GBIF","acclimatized",49,503,164,618,0.634920634920635,0.145648312611012,"Terrestrial",1013433,56.1790486938401,47.08762,-11.57253,"tmax, tmin","mixed","Scotina","gracilipes","Susana","Sarah","Animalia","Arthropoda","Arachnida","Araneae","Liocranidae",0.38,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Wise (1995) Spiders in Ecological Webs. Cambridge University Press","Non-migratory","spider","0-1","no info - no mention of aerial dispersal","walking","spider","No","Almquist, S. (1973). Habitat selection by spiders on coastal sand dunes in Scania, Sweden. Insect Systematics & Evolution, 4(2), 134-154.","assumed since low tolerance to cold","No","no info - based on climate","","non-highland specialist","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,5.0998664278242,-0.967584026261706,56.1790486938401,1,0.813915857605178
"Scotina_gracilipes_GBIF","Scotina_gracilipes","GBIF","Te",57,437,164,544,0.708333333333333,0.147177419354839,"Terrestrial",1013433,56.1790486938401,41.4,-6.9,"tmax, tmin","mixed","Scotina","gracilipes","Susana","Sarah","Animalia","Arthropoda","Arachnida","Araneae","Liocranidae",0.38,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Wise (1995) Spiders in Ecological Webs. Cambridge University Press","Non-migratory","spider","0-1","no info - no mention of aerial dispersal","walking","spider","No","Almquist, S. (1973). Habitat selection by spiders on coastal sand dunes in Scania, Sweden. Insect Systematics & Evolution, 4(2), 134-154.","assumed since low tolerance to cold","No","no info - based on climate","","non-highland specialist","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,5.0998664278242,-0.967584026261706,56.1790486938401,1,0.803308823529412
"Spea_hammondii_IUCN","Spea_hammondii","IUCN","acclimatized",8,277,25,294,0.2,0.0354330708661417,"Terrestrial",122001,35.2312285305001,43.07024,-5.241406,"tmax, tmin","mixed","Spea","hammondii","Micky","Sarah","Animalia","Chordata","Amphibia","Anura","Scaphiopodidae",6.5,"Grismer, L. L. (2002). Amphibians and Reptiles of Baja California. The University of California Press, Berkeley","max adult SVL","insectivore","ADW","Non-migratory","frog migrations are not far enough to affect accuracy of realized range/experienced climate","0-1","Baumberger, K. L., Eitzel, M. V., Kirby, M. E., & Horn, M. H. (2019). Movement and habitat selection of the western spadefoot (Spea hammondii) in southern California. PloS one, 14(10), e0222532.","walking","frog","No","no info - based on climate (desert)","","Yes","Groff, L. A., Duffy, W. G., Kahara, S. N., & Chapin, S. J. (2012). Temporally irregular breeding of western spadefoot toads (Spea hammondii) in managed wetlands. Northwestern Naturalist, 93(1), 79-83.","remains dormant 8-10 months, emerges with warm rain","non-highland specialist","NatureServe Explorer - sea level to usually below 910 m",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1363,"NatureServe Explorer",NA,"terrestrial",NA,NA,3.2188758248682,1.87180217690159,35.2312285305001,1,0.942176870748299
"Spea_hammondii_IUCN","Spea_hammondii","IUCN","Te",11,215,25,229,0.24,0.0392156862745098,"Terrestrial",122001,35.2312285305001,40.3,0,"tmax, tmin","mixed","Spea","hammondii","Micky","Sarah","Animalia","Chordata","Amphibia","Anura","Scaphiopodidae",6.5,"Grismer, L. L. (2002). Amphibians and Reptiles of Baja California. The University of California Press, Berkeley","max adult SVL","insectivore","ADW","Non-migratory","frog migrations are not far enough to affect accuracy of realized range/experienced climate","0-1","Baumberger, K. L., Eitzel, M. V., Kirby, M. E., & Horn, M. H. (2019). Movement and habitat selection of the western spadefoot (Spea hammondii) in southern California. PloS one, 14(10), e0222532.","walking","frog","No","no info - based on climate (desert)","","Yes","Groff, L. A., Duffy, W. G., Kahara, S. N., & Chapin, S. J. (2012). Temporally irregular breeding of western spadefoot toads (Spea hammondii) in managed wetlands. Northwestern Naturalist, 93(1), 79-83.","remains dormant 8-10 months, emerges with warm rain","non-highland specialist","NatureServe Explorer - sea level to usually below 910 m",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1363,"NatureServe Explorer",NA,"terrestrial",NA,NA,3.2188758248682,1.87180217690159,35.2312285305001,1,0.938864628820961
"Sphaerodactylus_gaigeae_IUCN","Sphaerodactylus_gaigeae","IUCN","Te",0,87,0,87,NA,NA,"Terrestrial",3302,18.2145555,38.2,12.5,"tmax, tmin","ct","Sphaerodactylus","gaigeae","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae",2.5,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,450,"IUCN",NA,"terrestrial",NA,NA,-Inf,0.916290731874155,18.2145555,1,1
"Sphaerodactylus_klauberi_IUCN","Sphaerodactylus_klauberi","IUCN","Te",0,79,0,79,NA,NA,"Terrestrial",3212,18.272124624,36.3,10.4,"tmax, tmin","ct","Sphaerodactylus","klauberi","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae",3.7,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",50,1220,"IUCN",NA,"terrestrial",NA,NA,-Inf,1.30833281965018,18.272124624,1,1
"Sphaerodactylus_macrolepis_IUCN","Sphaerodactylus_macrolepis","IUCN","Te",0,92,0,92,NA,NA,"Terrestrial",7942,18.2115835,39.4,11.3,"tmax, tmin","ct","Sphaerodactylus","macrolepis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae",3.5,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,850,"IUCN",NA,"terrestrial",NA,NA,-Inf,1.25276296849537,18.2115835,1,1
"Sphaerodactylus_nicholsi_IUCN","Sphaerodactylus_nicholsi","IUCN","Te",0,91,0,91,NA,NA,"Terrestrial",1203,18.2252252535,39.5,11.4,"tmax, tmin","ct","Sphaerodactylus","nicholsi","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae",2,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,450,"IUCN",NA,"terrestrial",NA,NA,-Inf,0.693147180559945,18.2252252535,1,1
"Sphaerodactylus_roosevelti_IUCN","Sphaerodactylus_roosevelti","IUCN","Te",0,81,0,81,NA,NA,"Terrestrial",452,17.9632639605,39.3,10.5,"tmax, tmin","ct","Sphaerodactylus","roosevelti","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae",3.9,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,100,"IUCN",NA,"terrestrial",NA,NA,-Inf,1.3609765531356,17.9632639605,1,1
"Sphaerodactylus_townsendi_IUCN","Sphaerodactylus_townsendi","IUCN","Te",0,90,0,90,NA,NA,"Terrestrial",1056,18.1736945,42.1,11.4,"tmax, tmin","ct","Sphaerodactylus","townsendi","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae",2.8,"Meiri 2008","max adult SVL","insectivore","http://www.dwarfgeckos.com/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,200,"IUCN",NA,"terrestrial",NA,NA,-Inf,1.02961941718116,18.1736945,1,1
"Sphenomorphus_incognitus_IUCN","Sphenomorphus_incognitus","IUCN","acclimatized",16,574,169,727,0.374449339207048,0.136,"Terrestrial",1538455,25.0030408015,43.46557,3.956872,"tmax, tmin","ct","Sphenomorphus","incognitus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Scincidae",10.97,"Meiri 2008","max adult SVL","insectivore","guess based on others in genus - (Huang, W. S. (2010). Ecology and reproductive characteristics of the skink Sphenomorphus incognitus on an East Asian Island, with comments on variations in clutch size with reproductive modes in Sphenomorphus. Zoological Studies, 49(6), 779-788.)","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",200,2000,"IUCN",NA,"terrestrial",NA,NA,5.12989871492307,2.39516427428714,25.0030408015,1,0.789546079779917
"Sphenomorphus_incognitus_IUCN","Sphenomorphus_incognitus","IUCN","Te",43,394,169,520,0.521008403361345,0.159600997506234,"Terrestrial",1538455,25.0030408015,39.3,12,"tmax, tmin","ct","Sphenomorphus","incognitus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Scincidae",10.97,"Meiri 2008","max adult SVL","insectivore","guess based on others in genus - (Huang, W. S. (2010). Ecology and reproductive characteristics of the skink Sphenomorphus incognitus on an East Asian Island, with comments on variations in clutch size with reproductive modes in Sphenomorphus. Zoological Studies, 49(6), 779-788.)","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",200,2000,"IUCN",NA,"terrestrial",NA,NA,5.12989871492307,2.39516427428714,25.0030408015,1,0.757692307692308
"Sphenomorphus_indicus_GARD","Sphenomorphus_indicus","GARD","acclimatized",48,2140,565,2657,0.170512820512821,0.372239747634069,"Terrestrial",5904450,19.7723983527519,40.9789,-7.673338,"tmax, tmin","ct","Sphenomorphus","indicus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Scincidae",10.47,"Meiri 2008","max adult SVL","insectivore","guess based on others in genus - (Huang, W. S. (2010). Ecology and reproductive characteristics of the skink Sphenomorphus incognitus on an East Asian Island, with comments on variations in clutch size with reproductive modes in Sphenomorphus. Zoological Studies, 49(6), 779-788.)","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","http://reptile-database.reptarium.cz/species?genus=Sphenomorphus&species=indicus&search_param=%28%28genus%3D%27sphenomorphus%27%29%29",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,6.33682573114644,2.34851402488245,19.7723983527519,1,0.805419646217539
"Sphenomorphus_indicus_GARD","Sphenomorphus_indicus","GARD","Te",92,872,565,1345,0.351834430856068,0.351063829787234,"Terrestrial",5904450,19.7723983527519,37.6,3.1,"tmax, tmin","ct","Sphenomorphus","indicus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Scincidae",10.47,"Meiri 2008","max adult SVL","insectivore","guess based on others in genus - (Huang, W. S. (2010). Ecology and reproductive characteristics of the skink Sphenomorphus incognitus on an East Asian Island, with comments on variations in clutch size with reproductive modes in Sphenomorphus. Zoological Studies, 49(6), 779-788.)","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","no info - based on climate","","No","no info - based on climate","","non-highland specialist","http://reptile-database.reptarium.cz/species?genus=Sphenomorphus&species=indicus&search_param=%28%28genus%3D%27sphenomorphus%27%29%29",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,6.33682573114644,2.34851402488245,19.7723983527519,1,0.648327137546468
